name,imageUrl,categories,address,description,link,street,city,state,zip,guessedCity
Action Construction Inc,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_1590.webp,Handyman	 Construction,45 BEAVER BROOK ROAD	 Danbury	 Connecticut	 United States,,http://www.action-construction-inc.com,BEAVER BROOK,Danbury,CT,6810,Danbury
Test-Con	 Inc.,,Construction,16 East Franklin Street	 Danbury	 Connecticut 6813	 United States,,http://www.test-con.com,Franklin,Danbury,CT,6810,Danbury
Breakfast Belle,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_20029.webp,Soul Food	 American/General	 Caterers	 Breakfast & Brunch,8 Main St	 Norwalk	 Connecticut	 United States,"Serving authentic “belly filling” southern style favorites.

Chicken & Waffles	 Fish & Grits	 Southern French Toast	 Turkey Meatloaf	
Bamma Buffalo Wings	 Collard Greens	 County Peach Cobbler	 Sweet Tea and more.

We also cater!",http://www.breakfastbelle.com,Main,Norwalk,CT,6850,Norwalk
All United Locksmith,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_13962.webp,Keys & Locksmith,1266 E Main St	 Suite 700R	 Stamford	 Connecticut	 United States,,,Main,Stamford,CT,6901,Stamford
Mel’s Wine & Spirits,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_37824.webp,Brewing/Beverages	 Beer	 Wine & Spirits,680 Main Street	 Stamford	 Connecticut 6901	 United States,Mel’s Wine & Spirits is a local family run business in Stamford	 CT	 dedicated to offering fair prices	 a great selection of wine	 spirits	 and craft beers.,http://www.melswineandspirits.com,Main,Stamford,CT,6901,Stamford
True Image Creative Arts & Media,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_31617.webp,Photography	 Photographers	 Graphic Design,215 Hollister Street	 Stamford	 Connecticut	 United States,True Image is a company that was established in the fall of 2014 to provide media services that include wedding cinematography	 promotional videos	 etc.,https://www.trueimagecreative.com,Hollister,Stamford,CT,6901,Stamford
Tsg Capital Group LLC,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_6228.webp,Investing,177 Broad St 	 Stamford	 Connecticut 6901	 United States,TSG Capital Group is a private equity firm specializing in mid sized companies	 growth capital	 and acquisitions. The firm typically invests in fast growing	 under-served ethnic markets and minority focused companies.,,Broad,Stamford,CT,6901,Stamford
Compliments Mobile Massage Services,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_14342.webp,Massage	 Events,330 Glenwood Ave	 Bloomfield	 New Jersey	 United States,For those clients who prefer to get massages in the comfort of their own home or who wish to entertain friends with a customized pamper party	 Welcome.,http://complimentsmassage.com,Glenwood,Bloomfield,NJ,7003,Bloomfield
Altech Services	 Inc.,,Machinery	 Civil Engineering,695 Us Highway 46 West	 Suite 301b	 Fairfield	 New Jersey 7004	 United States,Railroad rolling stock manufacturing engineering services specifically mechanical engineering,http://www.altechts.com,Us Highway 46,Fairfield,NJ,7004,Fairfield
City National Bank,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_4111.webp,Banks & Credit Unions,900 Broad Street	 Newark  New	 New Jersey	 United States,,,Broad,Newark  New,NJ,7012,Newark  New
Cyphr City Studios,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_14274.webp,Venues & Event Spaces	 Art Galleries	 Music Video Production	 Media Production,575 Nassau St	 East Orange	 New Jersey	 United States,Music production	 visual art studio and event space located in the Valley Arts District of Orange	 NJ.,,Nassau,East Orange,NJ,7017,East Orange
Just Us Books,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9953.webp,Book Publishing	 Book Stores/Magazines,P.O Box 5306	 East Orange	 New Jersey	 United States,Three decades ago Wade and Cheryl Hudson were parents on a desperate search for children's books that reflected the diversity of Black history	 heritage and experiences. Disappointed by the limited number and their unreliable availability	 the couple,http://justusbooks.com,,East Orange,NJ,7017,East Orange
ShaRee Amour Juice Bar/Cafe,,Juice Bars & Smoothies,557 Main St%2E  East Orange   New Jersey	 East Orange	 New Jersey	 United States,We bring healthy juice/smoothies & unique cafe style cuisine to Orange NJ.  Our goal is to inform gym members of the importance of combining healthy eating with exercise.  The Cafe/Juice Bar will be,www.shareeamour.com,Main St2,East Orange,NJ,7017,East Orange
The Soul Food Factory,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_27973.webp,Soul Food	 Cajun/Creole,431 Main Street	 East Orange	 New Jersey	 United States,To us	 life is all about the soul you bring to it. We’ve been cooking up our own unique fusion of Creole cuisine and soul food for over 20 years now	 and the only thing we love more than combining our favorite flavors is sharing them with this...,http://soulfoodfactory.com/,Main,East Orange,NJ,7017,East Orange
Goodie Box Bake Shop,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_27372.webp,Bakeries & Desserts,629 Palisade Ave	 Hoboken	 New Jersey 7030	 United States,Hoboken Cake and Party Studio baking up old fashion birthday cakes	 cupcakes	 and custom specialty cakes.,http://www.goodieboxbakeshop.com,Palisade,Hoboken,NJ,7030,Hoboken
Wonder Curl,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/840_photo_25412.webp,Cosmetic & Beauty Supply	 Health & Beauty	 Natural Hair Care	 Black Woman Owned,78 John Miller Way	 Suite 326-6	 Kearny	 New Jersey 7032	 United States,We strive to make the world a better place by giving our customers great hair days	 every day!Wonder Curl empowers anyone with curly hair to wear their hair in its natural state with confidence.,https://www.wondercurl.com/,John Miller,Kearny,NJ,7032,Kearny
Cakeaholic Obsession,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_4037.webp,Bakeries & Desserts,324 Orange Rd	 Montclair	 New Jersey 7042	 United States,,,Orange,Montclair,NJ,7042,Montclair
Crockett's Fish Fry,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_29631.webp,Soul Food	 American/General	 Seafood	 Cafe,162 Bloomfield Ave	 Montclair	 New Jersey	 United States,Visit us at Crockett's Fish Fry for great food	 great service	 and great memories!,http://dineoption.com/CrockettsFishFry,Bloomfield,Montclair,NJ,7042,Montclair
Vital,,Caterers	 Catering,387 Bloomfield Ave	 Montclair	 New York	 United States,,,Bloomfield,Montclair,NJ,7042,Montclair
Style Haven Boutique,,Clothing,PO Box 1139	 Montclair	 New Jersey	 United States,,,,Montclair,NJ,7042,Montclair
8 to 8 Barber Shop,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_20645.webp,Barbers	 Nail Salons	 Beauty Salon,2 Northfield Ave.	 West Orange	 New Jersey	 United States,8 to 8 Barber Shop is a rapidly growing	 forward thinking	 hair therapy salon offering personalized hair & massage services to men	 women	 and children.,http://www.8to8barbershop.com/index.html,Northfield,West Orange,NJ,7052,West Orange
Earl's Cuts and Curls,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_14206.webp,Barbers	 Hair Salons,1673 Irving St	 Rahway	 New Jersey	 United States,,http://businessfinder.nj.com/210950,Irving,Rahway,NJ,7065,Rahway
Queens Empower Queens,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_13890.webp,Clothing,P.O. BOX 923	 Union	 New Jersey	 United States,Queens Empower Queens	 LLC is an upcoming brand that has three values: Unity	 Positivity	 & Self-Expression for all W.O.C.,http://www.queensempowerqueens.com,,Union,NJ,7083,Union
127 East Cosmetics,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_31530.webp,Cosmetic & Beauty Supply	 Health & Beauty,Jersey City	 New Jersey	 United States,Because a little lip color and mascara can go a long way.,https://twitter.com/127East,Jersey,City,NJ,7087,City
Tara Dowdell Group,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_20655.webp,Marketing	 Web Design,Jersey City	 New Jersey	 United States,Tara Dowdell Group is a marketing and strategic consulting firm driven by a passion for helping socially conscious businesses	 brands	 and organizations grow.,http://taradowdellgroup.com,Jersey,City,NJ,7087,City
Wicked Flame,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_20251.webp,Cosmetic & Beauty Supply	 Skin care	 Candles/Scents	 Gifts	 Black Woman Owned,250 Woodbridge Center Dr	 Woodbridge	 New Jersey 7095	 United States,We're expert mixologists	 mood setters	 and vegans sharing our love for blissful fragrance and wellness. Our artisan candles and body products work together to help you relax and release for better mind	 body	 and spirit.,https://wickedcandlebox.com,Woodbridge Center,Woodbridge,NJ,7095,Woodbridge
Jerkin Chicken,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_27643.webp,Food Trucks,234 W Side Ave	 Jersey City	 New Jersey 7305	 United States,Hi	 we are Jerkin Chicken	 The Mckenzie Family has been running Jerkin Chicken in the metro area for over 20 years. We started out with a simple concept in mind; to provide our customers with an authentic taste of Jamaica; our native island.,https://jerkinchicken.com/,Side,Jersey City,NJ,7097,Jersey City
Most Excellent Way Life Center Inc,,Adult Education	 Trainers,424-426 Martin Luther King Dr	 Jersey City	 New Jersey 7304	 United States,,http://mostexcellentwaylifecenter.com,Martin Luther King,Jersey City,NJ,7097,Jersey City
Black Swan Espresso,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_20503.webp,Cafe	 Coffee/Tea Shops,93 Halsey St.	 Newark	 New Jersey	 United States,Great coffee starts with the great beans. We are proud to feature both Intelligentsia and Propeller beans in our cafe. We are happy to prepare the full range of classic espresso drinks	 Aeropress	 or Kalita on demand. You can also enjoy our cold-brew,https://www.bse.coffee,Halsey,Newark,NJ,7101,Newark
Blueberry Cafe' Juice Bar & Vegan Grille,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_7332.webp,Vegan	 Juice Bars & Smoothies,547 Central Avenue	 Newark	 New Jersey	 United States,Our mission is sustainability in your body	 mind and spirit. When you eat better you feel better	 you are better.,http://www.iloveblueberry.com/,Central,Newark,NJ,7101,Newark
BURGER WALLA,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_20671.webp,Vegan	 Burgers	 Indian/Pakistani,47 Halsey St	 Newark	 New Jersey	 United States,In Indian culture	 a WALLA is a salesperson or a vendor – a specialist. Some people spend their entire lives devoted to perfecting a single craft	 which they hope to share with the world. One person might sell shrimp	 another might sell spices.,http://www.burgerwalla.com,Halsey,Newark,NJ,7101,Newark
Pooka,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_16065.webp,Cosmetic & Beauty Supply	 Health & Beauty	 Online,87 Halsey Street	 Newark	 New Jersey 7102	 United States,With Dawn Fitch	 founder and creator – POOKA became a lifelong pursuit when she became mysteriously ill. After numerous visits to doctors and specialist and no sound diagnosis	 she began to explore alternative therapies. It was here that her interest,https://www.pookapureandsimple.com,Halsey,Newark,NJ,7101,Newark
Shabazz Fruit Cola Co.	 L.L.C.,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_5208.webp,Juice Bars & Smoothies	 Brewing/Beverages,P.O. Box 835	 Newark	 New Jersey 7101	 United States,,,,Newark,NJ,7101,Newark
Vonda’s Kitchen,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_31931.webp,Soul Food	 Breakfast & Brunch,183-185 West Kinney Street	 Newark	 New Jersey	 United States,Vonda’s Kitchen was designed to provide our customers with an eclectic experience. They provide they provide the comfort food the everyone loves.,https://www.vondaskitchennj.com,Kinney,Newark,NJ,7101,Newark
Ipele Fitness,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_27767.webp,Personal/Group Training	 Gyms,35A Mill Road Irvington	 New Jersey	 Irvington	 New Jersey	 United States,We are a community health and fitness club located on the Union/Essex County border of New Jersey. We are here to serve and guide.,http://www.ipelefitness.com,A Mill,Irvington,NJ,7111,Irvington
Essynce Couture,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_32430.webp,Cosmetic & Beauty Supply	 Health & Beauty	 Candles/Scents	 Black Woman Owned,P.O. Box 5082	 Hillside	 New Jersey	 United States,Author	 fashion designer	 actress and now a perfume ambassador	 teenage mogul Essynce Moore has now released her line of fragrances for girls (Generation Z). Formulated with 100% natural ingredients	 the perfumes are described as “holistic candy”.,https://www.essyncecouture.com/,,Hillside,NJ,7205,Hillside
Kravat Footwear,,Clothing,244 Bloy St.	 Hillside	 New Jersey	 United States,,,Bloy,Hillside,NJ,7205,Hillside
EssieSpice,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_27417.webp,Black Woman Owned	 Herbs & Spices,256 Tenafly Rd	 Englewood	 New Jersey 7631	 United States,Essiespice is the creation of culinary cognoscente	 Essie Bartels. Her love affair with spices began as a little girl	 helping her mom cook with recipes passed down through generations. As Essie’s experiments with spices grew	 so did the demand...,http://www.essiespice.com,Tenafly,Englewood,NJ,7631,Englewood
Mr. Tod’s,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_20635.webp,Bakeries & Desserts,15 West Hudson Avenue	 Englewood	 New Jersey 7631	 United States,Mr. Tod’s is a niche bakery specializing in pies and other baked goods made from scratch using all-natural ingredients.,https://mrtods.com,Hudson,Englewood,NJ,7631,Englewood
The PhD Project,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_2223.webp,Adult Education,3 Chestnut Ridge Road	 Montvale	 New Jersey 7645	 United States,,http://www.phdproject.org/,Chestnut Ridge,Montvale,NJ,7645,Montvale
Coffee & Cornbread,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_44729.webp,Vegan	 Cafe	 Coffee/Tea Shops,1350B Queen Anne Road	 Teaneck	 New Jersey	 United States,Our cafe and eatery serves up fully organic	 non-GMO comfort food staples	 along with plenty of vegan options.,http://coffeeandcornbread.com,B Queen Anne,Teaneck,NJ,7666,Teaneck
At The Table,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_44771.webp,Soul Food,311 Bond St	 Asbury Park	 New Jersey	 United States,"WHERE YOU WILL EXPERIENCE GREAT FOOD AND FELLOWSHIP IT'S ALL HERE... ""AT THE TABLE""",https://www.atthetablenj.com,Bond,Asbury Park,NJ,7712,Asbury Park
Prime Surgicare,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_20643.webp,Cosmetic Surgeons	 Gastroenterologist	 Weight Loss Centers	 Weight,901 West Main Street	 Suite 103	 Freehold	 New Jersey	 United States,bariatric surgery weight loss surgery gastric bypass gastric sleeve sleeve gastrectomy lapband revision surgery hernia surgery gallbladder removal surgery GI operation top surgeon nj top surgeon centrastate laparoscopic surgery,http://primesurgicare.com,Main,Freehold,NJ,7728,Freehold
Samlin Consulting,,Tax Services,1510 Blackwood-Clementon Road	 Blackwood	 New Jersey 8012	 United States,Tax preparation services offices of certified public accountants administrative management and general management consulting services specifically financial,www.samlincpa.com,Blackwood-Clementon,Blackwood,NJ,8012,Blackwood
A & H African & Jamaican Restaurant,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_7819.webp,Caribbean	 African Restaurants,577 Blackwood Clementon Rd	 Lindenwold	 New Jersey	 United States,A & H African & Jamaican Restaurant,http://menusforless.com,Blackwood Clementon,Lindenwold,NJ,8021,Lindenwold
Apron,,American/General,47 E Kings Hwy   	 Haddonfield	 New Jersey	 United States,,,Kings,Haddonfield,NJ,8033,Haddonfield
Aunt Berta's Kitchen,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_45935.webp,Soul Food,639 White Horse Pike	 Camden	 New Jersey 8107	 United States,,http://www.auntbertaskitchen.com/,White Horse,Camden,NJ,8101,Camden
Corinne's Place,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_45887.webp,Soul Food,1254 Haddon Ave	 Camden	 New Jersey 8103	 United States,Generous plates of soul food are the draw at this family-owned mainstay with a down-home ambiance.,http://www.corinnesplace.com/,Haddon,Camden,NJ,8101,Camden
SALON 5011,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_6053.webp,Beauty Salon,5011 Homestead ave 	 Pennsauken	 New York 8109	 United States,,,Homestead,Pennsauken,NJ,8110,Pennsauken
A3 Technology,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_7743.webp,Information Technology,327 W. White Horse Pike	 Egg Harbor City	 New Jersey 8215	 United States,A3T provides systems engineering	 business and financial management	 and information technology support services to the federal government and is ideally positioned to support Federal Civilian agencies and the Department of Defense,http://www.a3technologyinc.com,White Horse,Egg Harbor City,NJ,8215,Egg Harbor City
Africa World Press & The Red Sea Press,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_9951.webp,Book Publishing	 Book Stores/Magazines,541 West Ingham Avenue	 Suite B	 Trenton	 New Jersey	 United States,In business since 1983	 our mission is to provide high quality literature on the history	 culture	 politics of Africa and the African Diaspora. You will find that our books enlighten	 educate and engage. We hope you will enjoy your visit,http://africaworldpressbooks.com,Ingham,Trenton,NJ,8601,Trenton
Asanka Delight African Cuisine,,African Restaurants,920 Hamilton St 	 Somerset	 New Jersey	 United States,West African Cuisine,http://asankadelight.com/,Hamilton,Somerset,NJ,8873,Somerset
Jean-Ralph Thurin,https://ranktribe.com/media/cache/small/custom/domain_1/image_files/sitemgr_photo_25779.webp,Formal Wear	 Wedding,14 Davenport St	 Somerset	 New Jersey	 United States,A graduate of the prestigious Parsons School of Design	 Jean-Ralph Thurin became enthralled by the fashion history of top Haute Couture Houses of Dior	 Givenchy and Oscar De La Renta. Growing up	 Jean-Ralph learned to sew by watching his grandmother.,http://www.jeanralphthurin.com/,Davenport,Somerset,NJ,8873,Somerset
